"Licenced Businesses"
"OBJECTID","ADDRESS","COMDISTNM","COMDISTCD","GETBUSID","EXP_DT","FIRST_ISS_DT","JOBSTATUSDESC","TRADENAME","WEBLCNCTYPEDESC","GLOBALID","LOAD_DATE","HOMEOCCIND","GLOBALID_GUID","lookupDistance"
"21679","UNAVAILABLE","WALDEN                                  ","WAL","16362949","1727775531000","1696239531000","Licensed","WALDEN CARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX446686474}","1697852496000","Y","null","10,790.68"
"26308","UNAVAILABLE","HAYSBORO                                ","HAY","16280620","1706765408000","1675315808000","Licensed","HEATHERS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX416610851}","1697852496000","Y","null","10,793.59"
"31763","UNAVAILABLE","SHAWNESSY                               ","SHN","16295925","1715679048000","1684143048000","Licensed","JOYCE'S DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX420338302}","1697852496000","Y","null","10,882.39"
"33203","UNAVAILABLE","SHAWNESSY                               ","SHN","16283939","1707197411000","1675747811000","Licensed","LEMONDROP DAY HOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX417217086}","1697852496000","Y","null","10,882.39"
"25694","UNAVAILABLE","SHAWNESSY                               ","SHN","16306557","1712237369000","1680701369000","Licensed","TINY TREASURES CHILDCARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423798904}","1697852496000","Y","null","10,882.39"
"25567","UNAVAILABLE","SHAWNESSY                               ","SHN","16304933","1715059859000","1683523859000","Licensed","CDE OUT OF SCHOOL CARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423162716}","1697852496000","Y","null","10,882.39"
"33112","UNAVAILABLE","SHAWNESSY                               ","SHN","16326563","1715068657000","1683532657000","Licensed","SHAWCLIFFE DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX431977529}","1697852496000","Y","null","10,882.39"
"23682","UNAVAILABLE","KINGSLAND                               ","KIN","16268211","1705296672000","1673847072000","Pending Renewal","GODELLA DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412649512}","1697852496000","Y","null","10,948.66"
"25949","UNAVAILABLE","MILLRISE                                ","MLR","16279325","1707387405000","1675937805000","Licensed","CHERRYTREE CHILDCARE ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX416062361}","1697852496000","Y","null","10,975.09"
"34950","UNAVAILABLE","MILLRISE                                ","MLR","16266595","1704691834000","1673242234000","Pending Renewal","BRIGITTES DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412298710}","1697852496000","Y","null","10,975.09"
"22867","UNAVAILABLE","MILLRISE                                ","MLR","16265878","1704982887000","1673533287000","Pending Renewal","THIS LITTLE PIGGY","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412073703}","1697852496000","Y","null","10,975.09"
"26582","UNAVAILABLE","APPLEWOOD PARK                          ","APP","16291585","1711016595000","1679480595000","Licensed","FG DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX419247659}","1697852496000","Y","null","10,975.25"
"26438","UNAVAILABLE","APPLEWOOD PARK                          ","APP","16266637","1708935963000","1677486363000","Licensed","NICOLES DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412305756}","1697852496000","Y","null","10,975.25"
"25749","UNAVAILABLE","LEGACY                                  ","LEG","16306920","1712236926000","1680700926000","Licensed","LITTLE BEEHIVE DAYHOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423905273}","1697852496000","Y","null","11,212.03"
"33611","UNAVAILABLE","LEGACY                                  ","LEG","16269227","1705901423000","1674451823000","Licensed","LET THEM BE LITTLE DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412989175}","1697852496000","Y","null","11,212.03"
"33196","UNAVAILABLE","LEGACY                                  ","LEG","16295412","1708666207000","1677216608000","Licensed","LITTLE BRIGHT STARS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX420253468}","1697852496000","Y","null","11,212.03"
"34581","UNAVAILABLE","LEGACY                                  ","LEG","16384380","1725705326000","1694169326000","Licensed","LITTLE LEGACYS DAYHOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX456335274}","1697852496000","Y","null","11,212.03"
"22904","UNAVAILABLE","LEGACY                                  ","LEG","16285108","1707715833000","1676266234000","Licensed","DAYHOME HUELLAS DEL SABER","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX417618486}","1697852496000","Y","null","11,212.03"
"33069","UNAVAILABLE","LEGACY                                  ","LEG","16293797","1711016884000","1679480884000","Licensed","WOODS PLAYSCHOOL (THE)","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX420001344}","1697852496000","Y","null","11,212.03"
"33727","UNAVAILABLE","LEGACY                                  ","LEG","16270548","1706779594000","1675329994000","Licensed","MANITAS DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX413287230}","1697852496000","Y","null","11,212.03"
"36069","UNAVAILABLE","LEGACY                                  ","LEG","16384828","1726551052000","1695015052000","Licensed","KIWIS NURTURING NEST ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX456502923}","1697852496000","Y","null","11,212.03"
"32392","UNAVAILABLE","ALBERT PARK/RADISSON HEIGHTS            ","ALB","16318305","1715425975000","1683889975000","Licensed","UGRUSHY","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX428332685}","1697852496000","Y","null","11,450.49"
"33786","UNAVAILABLE","SOMERSET                                ","SOM","16310211","1716558305000","1685022305000","Licensed","YVONNE WOODS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424899471}","1697852496000","Y","null","11,637.26"
"25904","UNAVAILABLE","SOMERSET                                ","SOM","16299596","1709703021000","1678167021000","Licensed","PRECIOUS CHILD PRIVATE DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421272761}","1697852496000","Y","null","11,637.26"
"21598","UNAVAILABLE","SILVERADO","SVO","16265555","1704432613000","1672983013000","Pending Renewal","LITTLE PEKES DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412014299}","1697852496000","Y","null","11,782.02"
"25605","UNAVAILABLE","SILVERADO","SVO","16304982","1710926618000","1679390618000","Licensed","SHINY STARS DAYHOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423168410}","1697852496000","Y","null","11,782.02"
"25962","UNAVAILABLE","SILVERADO","SVO","16300873","1710925815000","1679389815000","Licensed","KIM DALTON DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421577571}","1697852496000","Y","null","11,782.02"
"32666","UNAVAILABLE","SILVERADO","SVO","16318727","1717492611000","1685956611000","Licensed","MY COLORS","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX428517950}","1697852496000","Y","null","11,782.02"
"32080","UNAVAILABLE","BRAESIDE                                ","BRA","16268229","1708417005000","1676967405000","Licensed","ADORING DAYHOME CHILDCARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412649992}","1697852496000","Y","null","12,073.20"
"22679","UNAVAILABLE","WOODLANDS                               ","WOO","16266553","1705296668000","1673847068000","Pending Renewal","WOODLANDS DAYHOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412280769}","1697852496000","Y","null","12,094.57"
"34775","UNAVAILABLE","WOODLANDS                               ","WOO","16303570","1710861797000","1679325798000","Licensed","TINA DAYHOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX422588853}","1697852496000","Y","null","12,094.57"
"26401","UNAVAILABLE","WINDSOR PARK                            ","WND","16273609","1705469429000","1674019829000","Licensed","LE CIEL CHILDCARE LEARNING CENTRE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX414121503}","1697852496000","Y","null","12,152.74"
"32972","UNAVAILABLE","WINDSOR PARK                            ","WND","16303364","1711616855000","1680080855000","Licensed","CRICKET DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX422548119}","1697852496000","Y","null","12,152.74"
"26329","UNAVAILABLE","ELBOYA                                  ","EYA","16272460","1707146960000","1675697360000","Licensed","BOCARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX413817532}","1697852496000","Y","null","12,204.07"
"33818","UNAVAILABLE","ABBEYDALE                               ","ABB","16304149","1716371523000","1684835523000","Licensed","COLLEEN'S DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX422755274}","1697852496000","Y","null","12,525.40"
"25783","UNAVAILABLE","ABBEYDALE                               ","ABB","16298721","1709616649000","1678080649000","Licensed","COLORFUL KIDS HOME DAY CARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421125036}","1697852496000","Y","null","12,525.40"
"35897","UNAVAILABLE","MARLBOROUGH PARK                        ","MPK","16265944","1704691829000","1673242229000","Pending Renewal","SPARKLING STARZ DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412099249}","1697852496000","Y","null","12,637.09"
"25638","UNAVAILABLE","MARLBOROUGH                             ","MRL","16307241","1711617409000","1680081409000","Licensed","MIMI DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423943619}","1697852496000","Y","null","12,810.93"
"33336","UNAVAILABLE","EVERGREEN       ","EVE","16310468","1712675057000","1681139057000","Licensed","EDUCATIONAL BABYSITTING ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424933142}","1697852496000","Y","null","13,297.49"
"33496","UNAVAILABLE","EVERGREEN       ","EVE","16278046","1723650503000","1692114503000","Licensed","ASHLEY DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX415650640}","1697852496000","Y","null","13,297.49"
"31913","UNAVAILABLE","EVERGREEN       ","EVE","16276446","1706247019000","1674797419000","Licensed","LALEH DAY HOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX415203254}","1697852496000","Y","null","13,297.49"
"32485","UNAVAILABLE","EVERGREEN       ","EVE","16284622","1707197412000","1675747812000","Licensed","LULU DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX417424679}","1697852496000","Y","null","13,297.49"
"21931","UNAVAILABLE","EVERGREEN       ","EVE","16265530","1704346207000","1672896607000","Pending Renewal","SPUNKY MONKEYS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412012638}","1697852496000","Y","null","13,297.49"
"33206","UNAVAILABLE","EVERGREEN       ","EVE","16283830","1708965059000","1677515459000","Licensed","TINY TOES DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX417184750}","1697852496000","Y","null","13,297.49"
"33819","UNAVAILABLE","EVERGREEN       ","EVE","16304123","1718379768000","1686843769000","Licensed","NC CHILD CARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX422749575}","1697852496000","Y","null","13,297.49"
"32613","UNAVAILABLE","BRIDGELAND/RIVERSIDE                    ","BRD","16278814","1706506223000","1675056623000","Licensed","SHANNANIGANS CARE AND CREATIVE LEARNING ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX415861952}","1697852496000","Y","null","13,431.67"
"23081","UNAVAILABLE","BRIDLEWOOD                              ","BRI","16397861","1728711059000","1697175059000","Licensed","SHALOM KIDZ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX462386097}","1697852496000","Y","null","13,447.59"
"26439","UNAVAILABLE","BRIDLEWOOD                              ","BRI","16266876","1706862215000","1675412615000","Licensed","SOLNUSKO DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412344711}","1697852496000","Y","null","13,447.59"
"32905","UNAVAILABLE","BRIDLEWOOD                              ","BRI","16271082","1705555811000","1674106211000","Licensed","RUBYS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX413414957}","1697852496000","Y","null","13,447.59"
"26209","UNAVAILABLE","BRIDLEWOOD                              ","BRI","16275125","1705901429000","1674451829000","Licensed","GIGGLE LAND PLAYCARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX414638923}","1697852496000","Y","null","13,447.59"
"35017","UNAVAILABLE","BRIDLEWOOD                              ","BRI","16379307","1726299185000","1694763185000","Licensed","RAINBOW BLOOMS","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX453936880}","1697852496000","Y","null","13,447.59"
"26664","UNAVAILABLE","BRIDLEWOOD                              ","BRI","16291999","1712237182000","1680701182000","Licensed","BRIDLEWOOD MONTESSORI EDUCARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX419427834}","1697852496000","Y","null","13,447.59"
"33656","UNAVAILABLE","BRIDLEWOOD                              ","BRI","16266538","1704691834000","1673242234000","Pending Renewal","STAR KIDS CHILDCARE ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412276371}","1697852496000","Y","null","13,447.59"
"33201","UNAVAILABLE","BRIDLEWOOD                              ","BRI","16283921","1707197410000","1675747810000","Licensed","CURIOUS EXPLORERS DAYHOME - BRIDLEWOOD","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX417216430}","1697852496000","Y","null","13,447.59"
"32775","UNAVAILABLE","BRIDLEWOOD                              ","BRI","16268328","1706506216000","1675056616000","Licensed","DAY HOME RAINBOW","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412655306}","1697852496000","Y","null","13,447.59"
"33653","UNAVAILABLE","BRIDLEWOOD                              ","BRI","16266348","1704691833000","1673242233000","Pending Renewal","LEARN TO THINK","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412216456}","1697852496000","Y","null","13,447.59"
"25964","UNAVAILABLE","BRIDLEWOOD                              ","BRI","16299885","1709633626000","1678097626000","Licensed","KAITEE SCHULLER DAYHOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421356137}","1697852496000","Y","null","13,447.59"
"21934","UNAVAILABLE","BRIDLEWOOD                              ","BRI","16265928","1704279486000","1672829886000","Pending Renewal","OCEAN'S DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412096324}","1697852496000","Y","null","13,447.59"
"34546","UNAVAILABLE","PINE CREEK","PCK","16267171","1704691837000","1673242237000","Pending Renewal","BRING UP DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412374357}","1697852496000","Y","null","13,588.11"
"25832","UNAVAILABLE","YORKVILLE","YKV","16298820","1709616649000","1678080649000","Licensed","D KIDZ AT HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421130991}","1697852496000","Y","null","13,652.96"
"33118","UNAVAILABLE","WOODBINE                                ","WBN","16309924","1711461904000","1679925904000","Licensed","TRINA'S TREEHOUSE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424823004}","1697852496000","Y","null","13,667.79"
"25487","UNAVAILABLE","WOODBINE                                ","WBN","16305880","1713966554000","1682430554000","Licensed","DANIELAS HAPPY FACES DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423447449}","1697852496000","Y","null","13,667.79"
"26454","UNAVAILABLE","WOODBINE                                ","WBN","16289480","1714555951000","1683019952000","Licensed","RENAES DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX418736870}","1697852496000","Y","null","13,667.79"
"32511","UNAVAILABLE","WOODBINE                                ","WBN","16358335","1726139460000","1694603460000","Licensed","THE WILD ONES","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX444829888}","1697852496000","Y","null","13,667.79"
"32089","UNAVAILABLE","NORTH GLENMORE PARK                     ","NGM","16267973","1709712424000","1678176424000","Licensed","CHATEAU KIDS - LAKEVIEW 1 ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412602084}","1697852496000","Y","null","13,908.09"
"32974","UNAVAILABLE","NORTH GLENMORE PARK                     ","NGM","16304719","1711616761000","1680080761000","Licensed","MONKYDS","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423019600}","1697852496000","Y","null","13,908.09"
"25789","UNAVAILABLE","OAKRIDGE                                ","OAK","16305666","1711186710000","1679650710000","Licensed","DIANA DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423381917}","1697852496000","Y","null","13,920.23"
"26233","UNAVAILABLE","ALTADORE                                ","ALT","16300022","1712651888000","1681115888000","Licensed","CALGARY FRENCH MONTESSORI DAY HOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421372957}","1697852496000","Y","null","13,958.72"
"25914","UNAVAILABLE","PINERIDGE                               ","PIN","16307209","1711643194000","1680107194000","Licensed","DEBBIE DARLING DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423935334}","1697852496000","Y","null","14,216.19"
"26337","UNAVAILABLE","PINERIDGE                               ","PIN","16288078","1709616646000","1678080646000","Licensed","MAMAS HOUSE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX418403762}","1697852496000","Y","null","14,216.19"
"36464","UNAVAILABLE","PINERIDGE                               ","PIN","16267734","1704701088000","1673251489000","Pending Renewal","JUST LIKE HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412503479}","1697852496000","Y","null","14,216.19"
"25485","UNAVAILABLE","RUNDLE                                  ","RUN","16307597","1711465145000","1679929145000","Licensed","LITTLE BLESSINGS DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424004961}","1697852496000","Y","null","14,401.47"
"25869","UNAVAILABLE","SOUTH CALGARY                           ","SOC","16307472","1712219630000","1680683630000","Licensed","STARSKIDS FRENCH DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423951712}","1697852496000","Y","null","14,751.49"
"26257","UNAVAILABLE","SOUTH CALGARY                           ","SOC","16265969","1707456615000","1676007015000","Licensed","HAPPY FEET DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412100929}","1697852496000","Y","null","14,751.49"
"32605","UNAVAILABLE","RENFREW                                 ","REN","16302655","1716973268000","1685437268000","Licensed","FAMILY TREE DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX422158136}","1697852496000","Y","null","14,772.80"
"25747","UNAVAILABLE","RENFREW                                 ","REN","16281636","1709922185000","1678386185000","Licensed","MRS C DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX416791148}","1697852496000","Y","null","14,772.80"
"25787","UNAVAILABLE","RENFREW                                 ","REN","16307548","1714137504000","1682601505000","Licensed","RED NEST","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423991938}","1697852496000","Y","null","14,772.80"
"26108","UNAVAILABLE","LAKEVIEW                                ","LKV","16266520","1711797270000","1680261270000","Licensed","CHATEAU KIDS ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412273947}","1697852496000","Y","null","14,856.29"
"22865","UNAVAILABLE","VISTA HEIGHTS                           ","VIS","16264749","1704879240000","1673429640000","Pending Renewal","MAYLAND VISTA HEIGHTS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX411905081}","1697852496000","Y","null","15,014.02"
"25845","UNAVAILABLE","MONTEREY PARK                           ","MOR","16282089","1707111025000","1675661425000","Licensed","MISS DEE DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX416816616}","1697852496000","Y","null","15,046.05"
"31903","UNAVAILABLE","RICHMOND                                ","RIC","16304586","1714134128000","1682598129000","Licensed","YAYAS DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX422945544}","1697852496000","Y","null","15,760.97"
"26109","UNAVAILABLE","SUNALTA","SNA","16266264","1706865397000","1675415797000","Licensed","AGIES SUNALTA DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412209360}","1697852496000","Y","null","15,797.20"
"26330","UNAVAILABLE","TEMPLE                                  ","TEM","16273716","1705901424000","1674451824000","Licensed","TEMPLE DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX414179628}","1697852496000","Y","null","15,828.28"
"33766","UNAVAILABLE","RUTLAND PARK                            ","RUT","16286742","1707715835000","1676266235000","Licensed","SWEET BEGINNINGS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX418036234}","1697852496000","Y","null","16,341.41"
"25908","UNAVAILABLE","RUTLAND PARK                            ","RUT","16300493","1710860791000","1679324791000","Licensed","MAKING MEMORIES DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421488047}","1697852496000","Y","null","16,341.41"
"33905","UNAVAILABLE","TUXEDO PARK                             ","TUX","16293169","1709280901000","1677744901000","Licensed","GINA'S DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX419785746}","1697852496000","Y","null","16,751.33"
"28663","UNAVAILABLE","KILLARNEY/GLENGARRY                     ","KIL","16377103","1728546528000","1697010528000","Licensed","ALEGRIA EARLY LEARNING DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX452888798}","1697852496000","Y","null","16,758.66"
"33085","UNAVAILABLE","GLAMORGAN                               ","GLA","16296170","1715673555000","1684137556000","Licensed","PRIVATE CHILD CARE CENTER","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX420360561}","1697852496000","Y","null","16,990.01"
"26258","UNAVAILABLE","GLAMORGAN                               ","GLA","16265340","1706624662000","1675175062000","Licensed","CHILDCARE CARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX411997331}","1697852496000","Y","null","16,990.01"
"26160","UNAVAILABLE","GLAMORGAN                               ","GLA","16265431","1707135782000","1675686182000","Licensed","NADIA'S PRIVATE DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412007522}","1697852496000","Y","null","16,990.01"
"26119","UNAVAILABLE","GLAMORGAN                               ","GLA","16289282","1709202693000","1677666693000","Licensed","ROBINSONS PLAYHOUSE ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX418667662}","1697852496000","Y","null","16,990.01"
"36379","UNAVAILABLE","SHAGANAPPI                              ","SHG","16265753","1704691826000","1673242226000","Pending Renewal","MELATI DAYHOME CARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412039520}","1697852496000","Y","null","17,212.21"
"33607","UNAVAILABLE","FALCONRIDGE                             ","FAL","16268195","1705469424000","1674019824000","Licensed","MAMA NAYYARS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412648119}","1697852496000","Y","null","17,335.83"
"21453","UNAVAILABLE","CAPITOL HILL                            ","CAP","16268526","1705296678000","1673847078000","Pending Renewal","TRICIA DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412791558}","1697852496000","Y","null","17,794.72"
"26235","UNAVAILABLE","GLENDALE                                ","GDL","16297921","1709098214000","1677562214000","Licensed","SPIDER DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX420891691}","1697852496000","Y","null","18,089.22"
"33495","UNAVAILABLE","GLENDALE                                ","GDL","16275471","1709799183000","1678263183000","Licensed","NANCYS DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX414815106}","1697852496000","Y","null","18,089.22"
"30359","UNAVAILABLE","ROSSCARROCK                             ","RCK","16309825","1716478939000","1684942939000","Licensed","SONIA COBOS ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424769684}","1697852496000","Y","null","18,173.46"
"25677","UNAVAILABLE","CAMBRIAN HEIGHTS                        ","CAM","16279168","1706506224000","1675056624000","Licensed","LILYPAD DAYHOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX415990990}","1697852496000","Y","null","18,753.80"
"27566","UNAVAILABLE","ST. ANDREWS HEIGHTS                     ","STA","16296196","1709184615000","1677648615000","Licensed","CLUB AMIGOS DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX420363685}","1697852496000","Y","null","18,784.14"
"33638","UNAVAILABLE","SIGNAL HILL                             ","SIG","16294738","1712057024000","1680521024000","Licensed","PLAYS R US","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX420198162}","1697852496000","Y","null","18,963.37"
